timestamp,open,high,low,close,volume,Cash,Shares
2025-05-14,257.6,260.55,256.22,257.82,3635124,100,0
2024-12-20,222.73,227.6847,221.68,223.36,12423200,100.0,0.0
2024-12-20,222.73,227.6847,221.68,223.36,12423200,100.0,0.0
2024-12-20,222.73,227.6847,221.68,223.36,12423200,100.0,0.0
