timestamp,open,high,low,close,volume,Cash,Shares
2025-05-14,257.6,260.55,256.22,257.82,3635124,100,0
2024-12-19,224.42,226.2,222.98,223.92,4430120,100.0,0,2025-05-16 13:23:47
2024-12-19,224.42,226.2,222.98,223.92,4430120,100.0,0.0
2024-12-19,224.42,226.2,222.98,223.92,4430120,100.0,0.0
